canonical_tag,synonym_count,synonyms,applied_counts,total_applied,max_applied,creation_dates,earliest_synonym,latest_synonym
x86,5,i386|pentium|ia-32|ia32|80x86,66|9|97|61|16,249,97,2021-11-06|2017-09-29|2015-12-02|2011-02-15|2011-02-09,2011-02-09,2021-11-06
websphere,1,ibm-was,249,249,249,2014-06-09,2014-06-09,2014-06-09
can-bus,1,can,249,249,249,2019-02-14,2019-02-14,2019-02-14
ios,3,ios-sdk|apple-ios|iphone-os,237|9|2,248,237,2013-08-12|2011-01-10|2010-08-15,2010-08-15,2013-08-12
scope,1,variable-scope,248,248,248,2012-08-23,2012-08-23,2012-08-23
big-o,2,big-theta|o-notation,237|10,247,237,2015-03-26|2011-06-08,2011-06-08,2015-03-26
kdb+,3,kdb|dotq|q-lang,9|0|237,246,237,2024-12-22|2018-02-07|2018-02-07,2018-02-07,2024-12-22
uml,2,uml-modeling|uml-modelling,242|4,246,242,2011-09-01|2010-09-05,2010-09-05,2011-09-01
java-17,1,openjdk-17,246,246,246,2021-11-02,2021-11-02,2021-11-02
apk,2,android-install-apk|android-apk,228|18,246,228,2017-05-08|2011-11-17,2011-11-17,2017-05-08
presto,2,prestosql|prestodb,13|231,244,231,2019-05-13|2018-05-01,2018-05-01,2019-05-13
cuda,2,cudamalloc|cuda-kernel,61|183,244,183,2012-03-28|2012-03-06,2012-03-06,2012-03-28
perforce,1,p4,244,244,244,2010-09-08,2010-09-08,2010-09-08
sensors,1,sensor,243,243,243,2020-11-21,2020-11-21,2020-11-21
register-transfer-level,1,rtl,242,242,242,2019-04-07,2019-04-07,2019-04-07
formatting,1,formating,242,242,242,2014-02-15,2014-02-15,2014-02-15
classloader,2,class-loading|classloaders,227|14,241,227,2012-01-28|2010-09-16,2010-09-16,2012-01-28
traversal,2,traversing|traverse,75|165,240,165,2010-12-19|2012-10-20,2010-12-19,2012-10-20
chromium-embedded,1,cef,239,239,239,2013-09-21,2013-09-21,2013-09-21
depth-first-search,1,dfs,239,239,239,2020-05-11,2020-05-11,2020-05-11
currency,1,money,238,238,238,2017-07-03,2017-07-03,2017-07-03
knapsack-problem,1,knapsack,238,238,238,2013-08-22,2013-08-22,2013-08-22
session-storage,1,sessionstorage,237,237,237,2018-09-21,2018-09-21,2018-09-21
ssis,4,ssis-development|ssis-data-transformations|dtsx|integration-services,0|98|108|30,236,108,2019-05-08|2012-04-17|2012-01-27|2011-10-03,2011-10-03,2019-05-08
autodesk-forge,1,autodesk-platform-services,236,236,236,2022-10-21,2022-10-21,2022-10-21
tortoisesvn,2,tsvn|tortoise,4|232,236,232,2011-08-30|2011-09-20,2011-08-30,2011-09-20
swiper.js,2,swiper|swiperjs,194|41,235,194,2022-07-23|2022-07-23,2022-07-23,2022-07-23
ssrs-2008,1,reportingservices-2008,234,234,234,2010-08-04,2010-08-04,2010-08-04
mit-scratch,1,scratch,234,234,234,2015-01-14,2015-01-14,2015-01-14
visual-studio-2022,1,vs2022,233,233,233,2021-11-02,2021-11-02,2021-11-02
linq-to-sql,2,linq2sql|sql-to-linq,220|13,233,220,2010-09-27|2010-08-11,2010-08-11,2010-09-27
exit,2,halt|quit,33|199,232,199,2014-06-20|2013-01-31,2013-01-31,2014-06-20
iteration,1,iterative,232,232,232,2015-01-26,2015-01-26,2015-01-26
trigonometry,5,sin|sine|cosine|cos|tan,49|70|60|41|12,232,70,2019-05-25|2019-05-25|2019-05-25|2019-05-25|2019-05-25,2019-05-25,2019-05-25
laravel-7,1,laravel-7.x,232,232,232,2020-08-25,2020-08-25,2020-08-25
momentjs,1,moment.js,231,231,231,2014-01-14,2014-01-14,2014-01-14
cross-domain,1,cross-origin,231,231,231,2011-12-16,2011-12-16,2011-12-16
ajax,2,ajax-request|.ajax,78|151,229,151,2017-10-19|2010-08-06,2010-08-06,2017-10-19
pivot-table,1,crosstab,229,229,229,2022-08-26,2022-08-26,2022-08-26
coordinates,1,coordinate,228,228,228,2018-08-18,2018-08-18,2018-08-18
java-11,2,openjdk-11|jdk11,149|79,228,149,2021-11-02|2019-02-01,2019-02-01,2021-11-02
c3.js,1,c3,228,228,228,2015-07-04,2015-07-04,2015-07-04
workflow-foundation,2,wwf|wf,3|225,228,225,2010-08-17|2010-07-22,2010-07-22,2010-08-17
wamp,1,wampserver,227,227,227,2014-04-09,2014-04-09,2014-04-09
xampp,1,xammp,227,227,227,2013-08-01,2013-08-01,2013-08-01
canonical-link,1,canonical,226,226,226,2013-02-19,2013-02-19,2013-02-19
dagger-hilt,4,hilt-dagger|android-hilt|android-jetpack-hilt|hilt,1|4|3|218,226,218,2020-08-13|2020-08-13|2020-08-13|2020-08-13,2020-08-13,2020-08-13
oracle-adf,1,adf,226,226,226,2013-03-22,2013-03-22,2013-03-22
subquery,4,nested-queries|nested-query|subselect|subqueries,0|4|55|166,225,166,2023-01-13|2023-01-13|2011-12-16|2010-07-16,2010-07-16,2023-01-13
cfml,2,cfscript|cf,73|151,224,151,2013-03-03|2013-03-03,2013-03-03,2013-03-03
push-notification,2,remote-notifications|push-notifications,20|203,223,203,2017-07-15|2012-12-27,2012-12-27,2017-07-15
turtle-graphics,1,turtle,223,223,223,2015-03-13,2015-03-13,2015-03-13
android-espresso,2,espresso|android-test-kit,221|1,222,221,2017-03-23|2013-12-13,2013-12-13,2017-03-23
traits,1,trait,222,222,222,2016-12-06,2016-12-06,2016-12-06
huffman-code,3,huffman-coding|huffman-encoding|huffman,4|5|212,221,212,2017-05-21|2011-12-09|2014-10-13,2011-12-09,2017-05-21
project,1,projects,221,221,221,2018-08-17,2018-08-17,2018-08-17
shared-libraries,2,so|shared-library,148|73,221,148,2012-05-01|2010-09-17,2010-09-17,2012-05-01
quaternions,1,quaternion,219,219,219,2015-01-30,2015-01-30,2015-01-30
behavior,3,behaviours|behaviour|behaviors,10|162|47,219,162,2010-07-23|2010-07-23|2010-07-23,2010-07-23,2010-07-23
osx-lion,2,lion|osx-10.7,219|0,219,219,2011-10-26|2011-10-26,2011-10-26,2011-10-26
autohotkey,1,ahk,219,219,219,2019-01-26,2019-01-26,2019-01-26
applet,3,japplet|java-applet|applets,8|67|144,219,144,2013-01-06|2010-12-22|2010-07-16,2010-07-16,2013-01-06
reusability,1,reuse,217,217,217,2012-12-04,2012-12-04,2012-12-04
passport.js,1,passportjs,217,217,217,2015-01-07,2015-01-07,2015-01-07
solid-state-drive,1,ssd,216,216,216,2020-07-02,2020-07-02,2020-07-02
xsd,2,xmlschema|xml-schema,32|184,216,184,2021-12-11|2012-12-30,2012-12-30,2021-12-11
mirth,1,mirth-connect,215,215,215,2018-10-01,2018-10-01,2018-10-01
splash-screen,1,splash,214,214,214,2019-06-05,2019-06-05,2019-06-05
breeze,2,breezejs|breeze.js,151|62,213,151,2012-11-26|2012-11-26,2012-11-26,2012-11-26
sony-smartwatch,1,smartwatch,213,213,213,2014-05-20,2014-05-20,2014-05-20
agile,3,agile-processes|agile-project-management|agile-development,10|28|173,211,173,2016-06-02|2016-06-02|2010-08-26,2010-08-26,2016-06-02
linux-mint,1,mint,211,211,211,2019-08-08,2019-08-08,2019-08-08
bazaar,1,bzr,211,211,211,2010-08-19,2010-08-19,2010-08-19
spell-checking,2,spellcheck|spellchecker,116|94,210,116,2012-08-13|2010-09-12,2010-09-12,2012-08-13
google-tag-manager,1,gtm,209,209,209,2020-08-13,2020-08-13,2020-08-13
database-design,4,schema-design|database-architecture|database-modeling|table-design,42|11|100|55,208,100,2014-10-01|2012-03-20|2011-12-28|2011-12-28,2011-12-28,2014-10-01
interpolation,1,interpolate,208,208,208,2015-08-16,2015-08-16,2015-08-16
swift5,5,swift5.4|swift5.5|swift5.3|swift5.2|swift5.1,4|14|54|80|55,207,80,2021-11-18|2021-11-18|2020-08-25|2020-08-25|2020-08-25,2020-08-25,2021-11-18
grails-orm,2,gorm|grails-hasmany,185|21,206,185,2011-08-11|2011-08-11,2011-08-11,2011-08-11
digital-signature,2,sign|signing,80|125,205,125,2017-03-19|2016-06-03,2016-06-03,2017-03-19
inertiajs,1,inertia,204,204,204,2020-05-07,2020-05-07,2020-05-07
mapkit,1,mkmapkit,204,204,204,2012-04-12,2012-04-12,2012-04-12
tensorflow.js,3,tfjs|tensorflowjs|tensorflow-js,24|178|2,204,178,2020-08-06|2019-06-20|2018-08-17,2018-08-17,2020-08-06
firebase-realtime-database,1,firebase-database,203,203,203,2018-08-28,2018-08-28,2018-08-28
byte-order-mark,1,bom,203,203,203,2013-03-17,2013-03-17,2013-03-17
infix-notation,1,infix,203,203,203,2015-04-29,2015-04-29,2015-04-29
erlang-otp,1,otp,203,203,203,2021-10-07,2021-10-07,2021-10-07
jodatime,1,joda,203,203,203,2010-10-27,2010-10-27,2010-10-27
fractals,1,fractal,203,203,203,2010-07-16,2010-07-16,2010-07-16
self-improvement,3,self-development|personal-development|self-learning,0|25|178,203,178,2010-09-18|2010-09-18|2010-09-11,2010-09-11,2010-09-18
publish,1,publishing,202,202,202,2015-01-30,2015-01-30,2015-01-30
docker,1,dockerfile,202,202,202,2022-12-31,2022-12-31,2022-12-31
ibm-mobilefirst,2,mobilefirst|worklight,124|78,202,124,2016-06-07|2015-09-03,2015-09-03,2016-06-07
tiff,1,tif,201,201,201,2010-08-04,2010-08-04,2010-08-04
master-pages,2,site.master|masterpage,0|201,201,201,2020-08-03|2012-03-12,2012-03-12,2020-08-03
upload,1,uploads,200,200,200,2010-10-23,2010-10-23,2010-10-23
timezone,3,timezoneoffset|timezoneinfo|timezones,2|65|133,200,133,2015-06-13|2010-07-17|2010-07-17,2010-07-17,2015-06-13
elementtree,2,xml.etree|etree,32|167,199,167,2014-03-17|2012-12-26,2012-12-26,2014-03-17
scikit-image,1,skimage,198,198,198,2017-03-22,2017-03-22,2017-03-22
timestamp,1,timestamps,197,197,197,2013-10-24,2013-10-24,2013-10-24
autoload,2,autoloader|autoloading,130|67,197,130,2013-06-15|2010-09-04,2010-09-04,2013-06-15
getter,1,getters,197,197,197,2011-09-19,2011-09-19,2011-09-19
playframework-2.0,1,playframework-2.x,196,196,196,2012-04-21,2012-04-21,2012-04-21
utf-8,1,utf8-decode,196,196,196,2016-07-02,2016-07-02,2016-07-02
apache-karaf,1,karaf,196,196,196,2014-07-08,2014-07-08,2014-07-08
neovim,1,nvim,194,194,194,2021-11-09,2021-11-09,2021-11-09
adobe-indesign,1,indesign,194,194,194,2017-02-13,2017-02-13,2017-02-13
nvd3.js,1,nvd3,194,194,194,2014-07-28,2014-07-28,2014-07-28
equation,1,equations,194,194,194,2018-08-31,2018-08-31,2018-08-31
cross-compiling,1,cross-compile,194,194,194,2014-06-12,2014-06-12,2014-06-12
neo4j,1,neo4j2.0,193,193,193,2014-04-07,2014-04-07,2014-04-07
gesture,1,gestures,193,193,193,2018-08-28,2018-08-28,2018-08-28
azure-data-explorer,2,kusto|azure-kusto,187|6,193,187,2021-01-15|2021-01-15,2021-01-15,2021-01-15
television,1,tv,192,192,192,2019-05-03,2019-05-03,2019-05-03
text-files,1,text-file,191,191,191,2012-06-24,2012-06-24,2012-06-24
units-of-measurement,2,units-of-measure|units,9|181,190,181,2010-07-16|2010-07-16,2010-07-16,2010-07-16
vectorization,2,vectorize|vectorizing,169|21,190,169,2011-09-30|2011-09-30,2011-09-30,2011-09-30
vuejs2,1,vue2,189,189,189,2017-02-07,2017-02-07,2017-02-07
polymorphism,1,polymorphic,189,189,189,2012-10-17,2012-10-17,2012-10-17
gui-testing,1,ui-testing,188,188,188,2010-09-14,2010-09-14,2010-09-14
wai-aria,1,aria,188,188,188,2013-06-01,2013-06-01,2013-06-01
settings,3,usersettings|user-settings|setting,5|3|180,188,180,2019-04-17|2019-04-17|2018-08-17,2018-08-17,2019-04-17
jquery-mobile,1,jqm,187,187,187,2013-03-26,2013-03-26,2013-03-26
build,2,build-process|builds,133|54,187,133,2014-08-20|2011-07-17,2011-07-17,2014-08-20
uninstallation,2,uninstall|uninstaller,180|6,186,180,2020-06-15|2020-06-15,2020-06-15,2020-06-15
a-star,1,astar,186,186,186,2010-07-16,2010-07-16,2010-07-16
operation,1,operations,184,184,184,2018-09-19,2018-09-19,2018-09-19
django-south,1,south,184,184,184,2012-07-22,2012-07-22,2012-07-22
maven-surefire-plugin,1,surefire,183,183,183,2017-02-09,2017-02-09,2017-02-09
generative-adversarial-network,1,gan,183,183,183,2020-08-03,2020-08-03,2020-08-03
azure-web-app-service,3,azure-web-sites|azure-app-service|azure-web-apps,2|154|27,183,154,2017-12-28|2015-04-29|2015-03-24,2015-03-24,2017-12-28
document,1,documents,182,182,182,2018-08-18,2018-08-18,2018-08-18
azure-aks,3,azure-kubernetes-service|aks|azure-kubernetes,8|171|3,182,171,2021-12-09|2021-12-09|2018-11-28,2018-11-28,2021-12-09
apache-tika,1,tika,182,182,182,2015-08-06,2015-08-06,2015-08-06
letter,1,letters,181,181,181,2018-09-20,2018-09-20,2018-09-20
jquery-ui-datepicker,1,jquery-datepicker,180,180,180,2013-05-21,2013-05-21,2013-05-21
7zip,2,sevenzip|7z,7|172,179,172,2010-10-01|2010-10-01,2010-10-01,2010-10-01
salesforce,1,salesforce.com,179,179,179,2010-08-25,2010-08-25,2010-08-25
credentials,1,credential,178,178,178,2010-09-10,2010-09-10,2010-09-10
data-binding,2,wpf-binding|databind,38|139,177,139,2011-06-22|2012-04-30,2011-06-22,2012-04-30
.net-4.5,2,.net-4.5.2|.net-4.5.1,163|14,177,163,2014-11-14|2014-10-26,2014-10-26,2014-11-14
liskov-substitution-principle,2,lsp|liskov-substitution,153|24,177,153,2019-03-05|2010-07-16,2010-07-16,2019-03-05
kalman-filter,1,kalman,177,177,177,2012-08-23,2012-08-23,2012-08-23
stack-overflow,2,stackoverflowerror|stackoverflowexception,112|64,176,112,2015-03-11|2015-03-11,2015-03-11,2015-03-11
castle-windsor,1,windsor,176,176,176,2010-08-25,2010-08-25,2010-08-25
key-value,1,keyvaluepair,176,176,176,2014-08-18,2014-08-18,2014-08-18
libxml2,1,libxml,176,176,176,2013-09-25,2013-09-25,2013-09-25
tastypie,1,django-tastypie,175,175,175,2012-12-28,2012-12-28,2012-12-28
drag-and-drop,2,dnd|drag-drop,133|42,175,133,2014-03-24|2010-07-16,2010-07-16,2014-03-24
autolayout,2,ios-autolayout|nsautolayout,175|0,175,175,2018-02-27|2020-08-12,2018-02-27,2020-08-12
storyboard,1,uistoryboard,175,175,175,2013-01-24,2013-01-24,2013-01-24
gradle-kotlin-dsl,2,gradle-kts|build.gradle.kts,14|161,175,161,2022-10-28|2017-11-08,2017-11-08,2022-10-28
firefox-addon,1,firefox-extension,174,174,174,2010-07-30,2010-07-30,2010-07-30
orientdb,1,orient-db,174,174,174,2012-01-12,2012-01-12,2012-01-12
version,1,versions,173,173,173,2018-08-17,2018-08-17,2018-08-17
patch,2,patching|patches,29|144,173,144,2019-04-02|2010-08-16,2010-08-16,2019-04-02
key-value-observing,1,kvo,172,172,172,2011-01-03,2011-01-03,2011-01-03
type-hinting,1,typehints,172,172,172,2019-03-03,2019-03-03,2019-03-03
rename,1,renaming,172,172,172,2014-10-01,2014-10-01,2014-10-01
breadcrumbs,1,breadcrumb,171,171,171,2010-08-02,2010-08-02,2010-08-02
setter,1,setters,171,171,171,2011-09-19,2011-09-19,2011-09-19
actor,1,actors,170,170,170,2012-03-26,2012-03-26,2012-03-26
data-access-layer,1,dal,170,170,170,2010-07-16,2010-07-16,2010-07-16
aero-glass,1,glass,169,169,169,2013-12-03,2013-12-03,2013-12-03
mathematical-morphology,1,image-morphology,168,168,168,2020-06-03,2020-06-03,2020-06-03
android-softkeyboard,1,softkeyboard,168,168,168,2011-08-30,2011-08-30,2011-08-30
procedure,1,procedures,168,168,168,2018-08-31,2018-08-31,2018-08-31
ms-word,2,winword|microsoft-word,6|161,167,161,2018-09-29|2010-07-23,2010-07-23,2018-09-29
google-api-python-client,2,google-oauth-python-client|google-python-api,0|167,167,167,2020-02-19|2018-02-07,2018-02-07,2020-02-19
reason,1,reasonml,167,167,167,2018-02-16,2018-02-16,2018-02-16
event-log,2,windows-event-log|eventlog,17|149,166,149,2012-01-11|2012-01-11,2012-01-11,2012-01-11
add-on,1,addons,165,165,165,2010-09-10,2010-09-10,2010-09-10
jboss-arquillian,1,arquillian,165,165,165,2015-01-31,2015-01-31,2015-01-31
program-entry-point,3,main-method|main-function|main,30|3|132,165,132,2022-08-08|2022-08-08|2022-08-08,2022-08-08,2022-08-08
iso-8859-1,1,latin1,164,164,164,2016-07-02,2016-07-02,2016-07-02
modulo,1,modulus,164,164,164,2014-04-10,2014-04-10,2014-04-10
jquery-ui-draggable,1,jquery-draggable,164,164,164,2016-07-02,2016-07-02,2016-07-02
load-balancing,2,load-balance|load-balancer,28|136,164,136,2010-10-04|2010-10-04,2010-10-04,2010-10-04
amazon-sns,1,aws-sns,163,163,163,2018-07-01,2018-07-01,2018-07-01
guava,3,google-guava-cache|guava-collections|google-collections,144|6|12,162,144,2017-12-06|2014-11-17|2010-08-25,2010-08-25,2017-12-06
psycopg2,1,psycopg,162,162,162,2019-01-10,2019-01-10,2019-01-10
scatter-plot,1,scatter,161,161,161,2022-04-08,2022-04-08,2022-04-08
phpmyadmin,1,myphpadmin,160,160,160,2010-08-02,2010-08-02,2010-08-02
python-re,1,re,160,160,160,2022-03-07,2022-03-07,2022-03-07
apache-kafka-streams,2,kafka-streams-scala|kafka-streams,73|87,160,87,2018-05-12|2017-07-10,2017-07-10,2018-05-12
restriction,1,restrictions,160,160,160,2018-09-05,2018-09-05,2018-09-05
dependency-properties,1,dependencyproperty,159,159,159,2010-10-08,2010-10-08,2010-10-08
dst,3,daylight-savings-time|daylight|daylight-savings,51|69|38,158,69,2010-07-16|2010-07-16|2010-07-16,2010-07-16,2010-07-16
power-automate,3,powerautomate|microsoft-flow|ms-flow,146|8|4,158,146,2019-12-13|2019-12-13|2019-12-13,2019-12-13,2019-12-13
amcharts,1,amchart,158,158,158,2014-10-21,2014-10-21,2014-10-21
amazon-ses,2,ses|aws-ses,141|17,158,141,2019-02-09|2018-01-31,2018-01-31,2019-02-09
libgee,1,gee,158,158,158,2021-10-28,2021-10-28,2021-10-28
reduce,1,reducers,156,156,156,2020-07-23,2020-07-23,2020-07-23
interop,1,interoperability,156,156,156,2010-09-08,2010-09-08,2010-09-08
amazon-ecr,2,aws-ecr|ecr,65|91,156,91,2019-12-11|2019-12-09,2019-12-09,2019-12-11
ibm-doors,2,doors|dxl,55|101,156,101,2018-07-19|2018-07-19,2018-07-19,2018-07-19
review,1,reviews,156,156,156,2016-03-16,2016-03-16,2016-03-16
entity-relationship,2,entity-relationship-model|er,0|156,156,156,2019-10-04|2013-01-27,2013-01-27,2019-10-04
vba,3,macros-vba|vba-macros|visual-basic-applications,18|37|101,156,101,2015-01-20|2015-01-20|2010-08-06,2010-08-06,2015-01-20
eclipse-cdt,1,cdt,156,156,156,2010-10-20,2010-10-20,2010-10-20
asp.net-core-mvc,2,mvc-core|asp.net-mvc-6,18|137,155,137,2016-04-13|2016-01-22,2016-01-22,2016-04-13
freepascal,1,fpc,154,154,154,2010-08-25,2010-08-25,2010-08-25
repeat,2,repetition|repeating,53|101,154,101,2019-05-10|2015-12-07,2015-12-07,2019-05-10
parentheses,1,parenthesis,154,154,154,2013-09-21,2013-09-21,2013-09-21
swing,2,javax.swing|java-swing,53|100,153,100,2010-09-25|2010-09-27,2010-09-25,2010-09-27
transformer-model,1,transformer,153,153,153,2022-08-29,2022-08-29,2022-08-29
buffer,1,buffers,151,151,151,2011-12-10,2011-12-10,2011-12-10
thread-safety,2,thread-safe|threadsafe,58|93,151,93,2014-07-12|2010-10-24,2010-10-24,2014-07-12
tostring,1,object-to-string,151,151,151,2013-11-02,2013-11-02,2013-11-02
text,1,plaintext,151,151,151,2014-01-28,2014-01-28,2014-01-28
netflix-eureka,1,eureka,151,151,151,2019-03-10,2019-03-10,2019-03-10
neural-network,2,neural-network-tuning|multi-layer-perceptron,61|90,151,90,2012-07-13|2011-07-12,2011-07-12,2012-07-13
hl7-fhir,6,fhir-base|javascript-fhir|fhir-profile|fhir-resource|fhir-questionnaire|fhir,0|0|1|2|0|148,151,148,2021-08-27|2021-08-27|2021-08-27|2021-08-27|2021-08-27|2019-04-17,2019-04-17,2021-08-27
android-pendingintent,1,pendingintent,150,150,150,2013-05-15,2013-05-15,2013-05-15
excel-formula,2,excel-indirect|excel-match,118|31,149,118,2016-04-11|2016-04-11,2016-04-11,2016-04-11
p2p,1,peer-to-peer,149,149,149,2010-08-11,2010-08-11,2010-08-11
zombie-process,2,zombie|zombies,125|24,149,125,2011-07-18|2011-07-16,2011-07-16,2011-07-18
query,3,dbquery|queries|database-queries,8|137|4,149,137,2013-03-08|2012-02-16|2011-07-14,2011-07-14,2013-03-08
pca,2,princomp|principal-components,19|130,149,130,2016-12-09|2016-11-22,2016-11-22,2016-12-09
high-availability,1,ha,148,148,148,2010-12-16,2010-12-16,2010-12-16
python-poetry,1,poetry,148,148,148,2022-09-07,2022-09-07,2022-09-07
materialize,3,materialize-js|materialize-css|materializecss,0|19|129,148,129,2017-08-13|2017-08-13|2017-08-13,2017-08-13,2017-08-13
identity-management,1,iam,148,148,148,2022-06-09,2022-06-09,2022-06-09
discord,2,discord-bot|discordapp,133|14,147,133,2023-11-13|2020-06-07,2020-06-07,2023-11-13
watir,2,watir-classic|watir-webdriver,0|147,147,147,2018-02-05|2017-02-17,2017-02-17,2018-02-05
outer-join,1,outer,146,146,146,2014-10-10,2014-10-10,2014-10-10
autocomplete,2,autocompleter|autocompletion,12|134,146,134,2012-04-20|2010-09-10,2010-09-10,2012-04-20
arm64,1,aarch64,146,146,146,2015-09-18,2015-09-18,2015-09-18
rational-team-concert,1,rtc,145,145,145,2012-08-25,2012-08-25,2012-08-25
meson-build,1,meson,143,143,143,2019-10-11,2019-10-11,2019-10-11
amazon-lex,1,aws-lex,143,143,143,2018-12-14,2018-12-14,2018-12-14
kafka-consumer-api,1,kafka-consumer,143,143,143,2022-10-12,2022-10-12,2022-10-12
google-publisher-tag,1,gpt,142,142,142,2022-12-13,2022-12-13,2022-12-13
state,1,states,142,142,142,2018-08-21,2018-08-21,2018-08-21
restructuredtext,1,rst,142,142,142,2010-08-01,2010-08-01,2010-08-01
tooltip,1,tooltips,142,142,142,2013-11-15,2013-11-15,2013-11-15
open-source,3,oss|open-source-projects|open-source-contribution,96|26|20,142,96,2011-01-20|2010-08-11|2010-08-11,2010-08-11,2011-01-20
matlab,5,m-file|mlint|matlab-toolbox|matlab-ide|matlab-path,4|6|121|4|6,141,121,2015-08-11|2015-05-13|2014-10-15|2013-09-11|2013-09-11,2013-09-11,2015-08-11
grand-central-dispatch,1,gcd,141,141,141,2019-04-04,2019-04-04,2019-04-04
ecmascript-5,1,es5,141,141,141,2012-01-18,2012-01-18,2012-01-18
uefi,1,efi,140,140,140,2015-07-09,2015-07-09,2015-07-09
global-asax,1,global.asax,140,140,140,2011-04-28,2011-04-28,2011-04-28
eclipse-3.6,2,helios|eclipse-helios,4|136,140,136,2010-10-14|2010-07-16,2010-07-16,2010-10-14
dom,2,htmldocument|html-dom,35|105,140,105,2014-01-06|2012-06-24,2012-06-24,2014-01-06
metrics,1,metric,140,140,140,2018-08-31,2018-08-31,2018-08-31
homework,6,school|student|student-question|book-exercise|programming-exercise|exercises,32|45|19|1|8|34,139,45,2011-10-02|2011-02-22|2011-02-22|2011-01-12|2011-01-12|2011-01-12,2011-01-12,2011-10-02
laravel-artisan,1,artisan,139,139,139,2020-11-21,2020-11-21,2020-11-21
iis-8,1,iis8,139,139,139,2013-12-04,2013-12-04,2013-12-04
apache-synapse,1,synapse,139,139,139,2022-10-21,2022-10-21,2022-10-21
agent,1,agents,139,139,139,2018-09-05,2018-09-05,2018-09-05
kde-plasma,2,kde|plasma,114|24,138,114,2022-03-26|2022-03-25,2022-03-25,2022-03-26
